구,전용면적_m2,층,건축년도,지하철역_거리_m,방개수,욕실개수,브랜드등급,거래금액_만원
신도심구,74.68,8,2018,572,3,1,3,126900
신도심구,73.03,18,2010,494,3,1,3,107900
신도심구,99.41,26,2009,977,4,2,1,135900
중앙구,82.77,18,2023,225,3,1,2,194700
강변구,49.34,1,2023,991,2,1,2,77200
구도심구,58.88,6,2010,547,3,1,1,49700
구도심구,111.44,3,1999,822,4,2,2,90600
구도심구,100.54,12,2006,243,4,2,1,111800
구도심구,115.4,14,2009,1017,4,2,1,105400
구도심구,73.46,16,2014,1271,3,1,3,70700
중앙구,100.8,22,2003,2500,4,2,3,171200
신도심구,102.25,4,1994,784,4,2,1,112600
신도심구,74.95,28,2019,1242,3,1,1,101700
강변구,60.23,8,2023,294,3,1,2,118100
구도심구,130.67,16,1995,1500,4,2,1,90900
신도심구,51.08,7,2003,187,2,1,2,61300
구도심구,84.76,11,2006,1893,3,1,2,68600
호수구,86.95,25,2017,730,3,1,1,106000
신도심구,83.06,2,2017,204,3,1,2,111800
호수구,56.88,15,2003,505,3,1,1,60600
신도심구,84.01,17,2002,1233,3,1,1,104300
호수구,58.67,17,2005,580,3,1,2,64600
강변구,101.78,12,2000,575,4,2,1,140500
신도심구,60.29,11,2006,1158,3,1,1,68800
신도심구,83.9,27,2001,617,3,1,2,104600
중앙구,100.71,7,1994,1438,4,2,1,164000
신도심구,59.63,14,2015,424,3,1,1,82800
호수구,58.69,11,2018,137,3,1,2,75700
구도심구,100.59,23,2002,643,4,2,1,80200
강변구,60.24,24,2005,700,3,1,1,87800
강변구,60.51,25,2005,411,3,1,1,87300
강변구,85.3,3,1993,806,3,1,2,112400
중앙구,113.8,3,2010,160,4,2,1,206400
호수구,81.43,11,2007,822,3,1,3,100600
신도심구,73.82,13,2023,256,3,1,1,111300
강변구,133.09,2,2004,204,4,2,2,190600
신도심구,83.84,26,2018,686,3,1,2,122800
중앙구,73.19,27,2005,189,3,1,2,147200
강변구,73.98,13,1998,94,3,1,2,122300
구도심구,72.75,23,2004,899,3,1,1,55000
구도심구,72.46,17,2021,281,3,1,1,74100
호수구,85.47,20,2001,963,3,1,1,74800
구도심구,47.84,26,2020,531,2,1,1,50700
신도심구,84.0,3,2014,685,3,1,1,109200
구도심구,60.15,7,2016,1246,3,1,2,48400
호수구,75.1,13,2017,865,3,1,1,78400
구도심구,59.95,26,2009,977,3,1,3,58700
호수구,84.36,18,2012,953,3,1,2,85300
구도심구,84.87,12,1995,381,3,1,1,66300
호수구,75.65,1,2015,839,3,1,1,74700
중앙구,59.51,18,2015,313,3,1,2,126300
구도심구,56.8,8,1996,840,3,1,1,39700
신도심구,100.37,10,2009,513,4,2,1,122000
신도심구,59.84,29,2009,594,3,1,2,79600
구도심구,100.25,16,2002,1757,4,2,2,80600
호수구,75.94,5,1995,926,3,1,1,66200
호수구,58.92,2,1993,405,3,1,1,51300
강변구,84.1,12,1999,159,3,1,1,119200
구도심구,85.35,2,2000,701,3,1,1,63400
구도심구,48.78,13,1999,180,2,1,1,40600
강변구,114.21,13,2012,1901,4,2,2,164300
중앙구,60.08,26,2006,606,3,1,2,108200
중앙구,72.23,10,1996,1165,3,1,1,120000
구도심구,73.66,9,1995,216,3,1,3,57700
신도심구,84.99,18,2013,910,3,1,2,122400
호수구,101.08,19,2022,1327,4,2,1,117400
신도심구,50.76,2,2019,961,2,1,2,64300
호수구,112.11,3,2017,1107,4,2,2,130500
신도심구,81.97,5,2003,854,3,1,2,109900
구도심구,114.92,23,2015,478,4,2,1,112500
중앙구,102.04,7,1995,323,4,2,2,176100
신도심구,113.77,29,1998,367,4,2,1,152200
구도심구,84.48,13,1997,1930,3,1,1,51100
호수구,74.89,28,1998,754,3,1,2,69900
구도심구,73.02,8,2004,1409,3,1,2,56100
중앙구,83.15,13,1994,424,3,1,2,156800
신도심구,74.23,4,2019,1064,3,1,1,105300
중앙구,85.08,25,2015,305,3,1,1,154300
중앙구,57.6,18,2013,542,3,1,3,120800
구도심구,100.76,3,1998,462,4,2,2,72600
구도심구,58.71,22,2020,1791,3,1,2,53400
구도심구,114.5,26,1993,349,4,2,1,92400
호수구,58.99,20,2024,986,3,1,3,83400
구도심구,58.34,24,2016,869,3,1,1,54400
구도심구,102.5,9,1999,234,4,2,1,79200
중앙구,100.35,13,1999,1419,4,2,2,165700
강변구,83.65,25,2015,1527,3,1,1,134400
구도심구,132.09,18,2018,756,4,2,2,151200
호수구,58.14,18,2007,670,3,1,2,59600
중앙구,101.62,23,1994,134,4,2,3,205600
신도심구,74.38,18,2008,204,3,1,1,101200
구도심구,84.72,4,2008,531,3,1,1,75200
중앙구,74.66,7,2003,313,3,1,2,140900
신도심구,51.51,23,2021,1166,2,1,2,82700
호수구,83.1,8,2003,197,3,1,3,95800
구도심구,82.06,20,2000,181,3,1,1,64400
강변구,57.74,14,2014,927,3,1,2,99400
호수구,113.16,18,2012,829,4,2,1,135200
강변구,82.83,7,2012,718,3,1,1,128800
호수구,59.11,10,2009,1067,3,1,1,52300
강변구,85.5,20,2003,396,3,1,1,127900
신도심구,60.85,5,2001,478,3,1,1,72500
신도심구,49.61,9,1996,811,2,1,1,54800
강변구,86.57,29,1998,753,3,1,1,116100
호수구,58.57,5,2011,335,3,1,3,76800
강변구,57.04,17,2005,1292,3,1,1,67800
중앙구,85.26,5,2016,240,3,1,2,179800
강변구,46.79,21,2018,507,2,1,3,88500
구도심구,100.09,4,2010,255,4,2,1,100100
구도심구,101.62,17,1996,2458,4,2,2,68800
호수구,58.88,13,1993,683,3,1,1,55600
강변구,83.77,21,2000,297,3,1,1,124500
신도심구,57.58,1,2002,464,3,1,2,67400
중앙구,83.99,15,1995,803,3,1,2,159700
신도심구,50.2,16,2017,1160,2,1,1,62500
호수구,114.02,7,2004,321,4,2,3,123000
구도심구,58.0,9,2016,1578,3,1,2,53700
신도심구,82.5,21,1999,664,3,1,1,99500
신도심구,58.03,17,1993,933,3,1,1,61700
호수구,59.47,17,1997,438,3,1,3,63500
신도심구,84.41,28,2008,845,3,1,3,125100
중앙구,83.04,12,2008,413,3,1,2,169800
신도심구,131.35,26,2006,484,4,2,2,168400
중앙구,49.5,29,2023,1189,2,1,2,107800
강변구,47.92,17,2013,899,2,1,1,76000
중앙구,74.83,7,2016,521,3,1,3,167100
신도심구,73.09,13,1996,1147,3,1,2,81500
구도심구,99.81,2,2007,785,4,2,2,72500
강변구,114.18,21,2012,112,4,2,2,207200
신도심구,103.83,8,2011,596,4,2,2,147400
호수구,59.9,27,2023,1172,3,1,1,78000
구도심구,74.16,19,2008,1893,3,1,2,54500
신도심구,84.43,15,2004,273,3,1,1,108000
강변구,71.9,6,2023,1122,3,1,1,116700
호수구,82.65,3,2003,661,3,1,1,79100
강변구,55.99,20,2011,234,3,1,1,82100
강변구,76.08,23,1993,252,3,1,3,104800
호수구,102.83,8,1998,282,4,2,1,102800
신도심구,59.47,1,1994,172,3,1,1,59400
구도심구,134.16,10,2006,215,4,2,2,113400
신도심구,72.14,23,2022,680,3,1,3,127200
구도심구,48.74,17,1995,109,2,1,2,46300
강변구,61.15,3,2024,326,3,1,3,116800
강변구,59.16,4,2020,488,3,1,2,93200
강변구,83.32,4,1993,327,3,1,2,117000
강변구,56.89,22,1993,194,3,1,1,66400
호수구,85.66,23,2021,646,3,1,1,94500
강변구,100.92,12,2011,322,4,2,1,168500
신도심구,71.89,20,1998,343,3,1,2,81700
구도심구,57.89,1,2023,575,3,1,2,52900
구도심구,72.47,17,2010,982,3,1,2,58200
신도심구,100.84,8,2013,388,4,2,2,143400
신도심구,84.25,24,2014,404,3,1,2,133200
호수구,58.4,15,1999,226,3,1,1,56900
구도심구,84.93,25,2004,1163,3,1,1,67600
구도심구,84.09,17,1997,654,3,1,2,64100
호수구,75.27,14,2009,1115,3,1,1,74600
구도심구,58.57,28,2024,1236,3,1,3,57100
강변구,137.65,29,2013,384,4,2,1,241500
신도심구,58.32,14,2015,1060,3,1,1,70100
중앙구,57.92,11,1999,701,3,1,2,99400
구도심구,57.77,19,2010,412,3,1,1,53500
호수구,83.75,5,2024,362,3,1,2,114800
신도심구,71.94,12,1995,641,3,1,1,83400
신도심구,59.35,25,1999,753,3,1,1,69400
중앙구,71.71,27,2016,82,3,1,2,149700
호수구,84.19,13,1993,459,3,1,1,83700
중앙구,57.38,12,1999,731,3,1,2,94800
중앙구,113.54,26,2023,855,4,2,1,225300
강변구,74.73,6,1993,572,3,1,2,110400
중앙구,61.76,2,2006,837,3,1,1,102600
신도심구,112.71,3,2003,363,4,2,1,140200
신도심구,100.82,4,2005,823,4,2,2,130900
강변구,73.13,26,2001,747,3,1,2,108900
중앙구,99.96,2,2001,1223,4,2,3,146000
중앙구,83.14,10,2017,1630,3,1,2,162400
신도심구,74.99,18,1993,1243,3,1,2,82600
중앙구,100.41,18,1997,521,4,2,1,160000
구도심구,86.7,25,2001,237,3,1,2,69600
강변구,59.5,29,2019,325,3,1,2,109300
강변구,82.79,12,2005,1602,3,1,2,107300
신도심구,73.56,7,1994,665,3,1,2,82900
신도심구,48.04,3,2009,768,2,1,1,58500
중앙구,134.96,26,2013,1114,4,2,2,264300
중앙구,82.03,11,2007,636,3,1,2,161500
호수구,82.39,27,1995,1367,3,1,1,76500
중앙구,83.29,11,2021,213,3,1,2,177100
신도심구,84.82,22,2020,882,3,1,2,133600
신도심구,60.48,19,2022,1926,3,1,2,81900
강변구,135.66,21,2023,1439,4,2,3,275300
신도심구,84.64,19,2003,1494,3,1,1,93200
구도심구,83.9,9,2006,194,3,1,1,63600
구도심구,84.95,3,2023,738,3,1,1,84600
강변구,57.63,1,2007,581,3,1,3,89500
강변구,46.79,13,2020,324,2,1,1,89600
강변구,74.52,26,2013,747,3,1,2,128300
신도심구,57.79,19,2022,239,3,1,2,106700
구도심구,83.92,20,1993,836,3,1,2,63100
강변구,101.14,8,2015,304,4,2,1,180300
강변구,74.3,15,2018,807,3,1,1,120100
호수구,75.13,12,1999,336,3,1,3,85000
중앙구,85.0,4,2016,499,3,1,2,182800
신도심구,59.23,18,1999,464,3,1,1,75500
구도심구,113.47,11,2021,572,4,2,1,115600
강변구,74.13,12,2022,615,3,1,2,104700
중앙구,58.28,18,1993,466,3,1,3,103000
중앙구,58.76,1,2009,278,3,1,2,102900
호수구,117.14,28,2005,1277,4,2,1,113500
중앙구,59.22,7,2021,634,3,1,2,124500
강변구,84.54,20,2003,758,3,1,1,132100
중앙구,58.15,23,2016,466,3,1,3,131900
중앙구,60.22,5,1996,2500,3,1,1,78300
구도심구,101.91,8,1999,674,4,2,1,70300
강변구,59.92,12,2024,1320,3,1,1,110900
신도심구,49.26,24,2005,505,2,1,1,60000
신도심구,85.24,19,2017,907,3,1,1,116600
구도심구,102.53,14,2023,555,4,2,2,122600
중앙구,74.34,25,2023,1183,3,1,1,145900
호수구,58.86,14,1993,429,3,1,2,56700
구도심구,135.07,26,2000,251,4,2,1,112900
강변구,82.92,23,2015,757,3,1,1,120800
구도심구,100.14,5,2022,1236,4,2,2,82800
호수구,83.94,12,2024,568,3,1,2,105500
강변구,81.91,1,2016,421,3,1,1,121000
호수구,74.99,7,1996,213,3,1,2,75600
신도심구,72.84,1,2016,1247,3,1,1,80700
구도심구,83.43,4,2001,315,3,1,1,68500
호수구,83.74,1,2018,461,3,1,1,76700
신도심구,114.05,20,2010,454,4,2,2,159600
구도심구,83.59,12,1998,601,3,1,1,66600
강변구,58.92,14,2020,901,3,1,1,101800
구도심구,83.93,23,2024,2053,3,1,1,73100
구도심구,83.46,24,2009,779,3,1,1,68800
강변구,73.07,16,2019,214,3,1,1,127400
신도심구,102.3,14,1994,579,4,2,2,130700
강변구,81.47,19,2001,788,3,1,2,116600
중앙구,48.75,13,1997,1381,2,1,1,81400
중앙구,83.44,13,2002,1279,3,1,1,149700
강변구,84.5,9,2005,563,3,1,1,110200
중앙구,112.25,6,2006,661,4,2,3,215500
강변구,73.4,6,2003,729,3,1,2,101300
구도심구,83.88,20,2010,663,3,1,1,66200
구도심구,85.28,25,2000,579,3,1,3,78900
구도심구,84.4,13,2004,1659,3,1,1,65900
강변구,47.58,3,2019,366,2,1,1,81400
호수구,113.42,18,2010,1136,4,2,3,120900
신도심구,115.06,27,1993,1001,4,2,2,131500
중앙구,82.56,16,2003,563,3,1,2,140900
중앙구,83.91,1,2019,348,3,1,2,168000
구도심구,48.99,3,1998,632,2,1,3,38100
강변구,83.54,16,2022,928,3,1,1,154200
신도심구,77.23,25,2002,60,3,1,1,94800
호수구,83.5,2,2013,238,3,1,1,88700
중앙구,49.54,22,2008,61,2,1,3,106000
중앙구,83.08,23,2013,764,3,1,1,161000
호수구,59.63,2,2018,740,3,1,1,63300
신도심구,85.04,7,1997,262,3,1,1,100700
중앙구,83.29,1,2004,326,3,1,1,129500
호수구,58.93,17,2011,712,3,1,2,70100
호수구,72.93,6,2001,156,3,1,1,77700
신도심구,99.63,27,2005,966,4,2,2,131400
구도심구,85.24,3,2021,517,3,1,2,81800
강변구,48.34,19,2000,602,2,1,1,70300
중앙구,71.1,23,1999,640,3,1,2,124100
신도심구,76.12,6,2011,217,3,1,1,100400
강변구,83.04,8,1996,642,3,1,2,106400
구도심구,83.7,24,1993,890,3,1,2,69600
구도심구,50.97,3,2020,353,2,1,1,54800
중앙구,83.83,13,2001,322,3,1,1,142200
신도심구,83.8,8,1996,1972,3,1,2,91900
강변구,82.53,1,2013,295,3,1,2,142500
호수구,47.04,14,2008,443,2,1,2,50300
강변구,73.8,15,2007,1472,3,1,1,89600
구도심구,74.44,11,2007,146,3,1,1,71600
신도심구,59.37,24,1997,552,3,1,3,75700
신도심구,73.42,3,2020,877,3,1,1,96200
구도심구,49.02,13,1993,577,2,1,3,39600
구도심구,56.8,6,2008,125,3,1,2,49800
신도심구,84.55,22,2001,238,3,1,2,133000
구도심구,59.19,17,2013,106,3,1,1,53300
호수구,86.37,21,2010,525,3,1,3,107400
신도심구,49.01,4,2005,789,2,1,3,69700
신도심구,82.87,14,2010,350,3,1,2,127700
중앙구,73.94,2,2000,468,3,1,2,130900
구도심구,100.61,10,1997,466,4,2,1,75300
신도심구,101.52,28,2021,1319,4,2,1,138600
신도심구,74.03,22,2012,704,3,1,3,91900
중앙구,82.49,3,2013,640,3,1,1,154400
호수구,57.04,11,2024,1183,3,1,1,67200
신도심구,84.32,26,2021,182,3,1,1,133500
구도심구,60.66,5,2011,698,3,1,2,61000
중앙구,74.1,22,2018,398,3,1,2,170800
호수구,59.98,10,2009,1437,3,1,2,67500
강변구,102.22,14,2000,1190,4,2,1,139000
강변구,74.32,26,2012,398,3,1,1,133300
호수구,83.02,20,2022,490,3,1,1,103500
호수구,74.23,9,2021,280,3,1,3,107200
강변구,60.45,1,2009,1067,3,1,1,86400
신도심구,59.64,7,2023,917,3,1,3,94200
구도심구,114.9,13,1999,510,4,2,1,81400
호수구,100.44,4,1994,506,4,2,3,107200
신도심구,58.76,26,2005,423,3,1,2,81000
신도심구,83.86,2,1999,1380,3,1,2,91600
구도심구,73.94,16,2023,544,3,1,2,79000
구도심구,50.4,29,1996,436,2,1,2,42400
구도심구,81.18,10,2010,998,3,1,2,77800
신도심구,59.04,16,2017,60,3,1,1,83000
중앙구,58.9,3,1996,483,3,1,3,106600
호수구,82.35,22,1994,1091,3,1,2,73300
호수구,59.81,29,2010,1585,3,1,1,63200
구도심구,113.13,23,2021,363,4,2,1,114900
중앙구,83.57,5,1993,846,3,1,2,126900
강변구,103.22,11,1993,361,4,2,3,151600
구도심구,85.21,21,2022,2080,3,1,2,73900
중앙구,101.69,24,2012,669,4,2,1,192600
호수구,74.46,12,2015,912,3,1,2,89100
신도심구,83.8,28,2001,71,3,1,1,106400
구도심구,86.4,6,2002,420,3,1,1,60100
호수구,114.96,22,2008,1002,4,2,2,129400
신도심구,58.1,15,1999,180,3,1,1,69400
강변구,82.32,21,2007,667,3,1,1,122600
구도심구,84.68,18,2023,1632,3,1,1,70900
신도심구,73.93,13,2016,1039,3,1,1,99000
신도심구,99.29,24,2020,867,4,2,1,136100
구도심구,74.51,25,2008,439,3,1,1,71500
호수구,58.68,24,2018,227,3,1,1,62900
신도심구,84.64,3,2006,574,3,1,3,105400
강변구,74.53,13,2012,938,3,1,1,107900
신도심구,48.27,22,2016,280,2,1,3,77200
신도심구,49.76,26,2019,1033,2,1,2,78200
중앙구,58.4,11,2022,694,3,1,1,126400
강변구,83.48,22,1996,323,3,1,1,108600
구도심구,113.36,17,2018,140,4,2,1,107500
강변구,85.36,7,2015,177,3,1,2,139300
호수구,58.66,26,2016,558,3,1,2,74600
강변구,85.65,13,1993,1262,3,1,1,103600
중앙구,103.14,18,2008,326,4,2,1,179100
구도심구,83.11,9,2023,1372,3,1,1,78800
호수구,55.49,1,2021,124,3,1,2,70900
강변구,60.25,14,2000,628,3,1,1,85000
강변구,113.59,21,2008,584,4,2,2,186700
강변구,99.96,10,2020,794,4,2,2,156900
신도심구,48.29,27,2022,686,2,1,2,63500
신도심구,100.5,22,2003,435,4,2,1,110100
강변구,60.56,19,2018,437,3,1,1,104500
중앙구,49.19,24,2019,1112,2,1,1,96000
신도심구,85.54,25,1997,653,3,1,2,107700
호수구,84.59,21,1994,66,3,1,1,80400
구도심구,73.63,24,1994,469,3,1,1,59800
신도심구,113.53,21,1997,500,4,2,1,141600
중앙구,101.67,25,2016,498,4,2,2,212600
강변구,49.98,4,2005,1007,2,1,2,68100
강변구,85.2,10,2014,387,3,1,2,127000
구도심구,100.69,26,1995,726,4,2,2,87100
호수구,84.21,14,2012,1650,3,1,3,87900
호수구,134.7,1,2016,1268,4,2,3,130100
호수구,83.54,25,2024,360,3,1,1,107900
호수구,57.64,20,2003,666,3,1,1,53100
호수구,58.03,27,2010,60,3,1,3,72500
중앙구,100.71,1,2008,902,4,2,2,168900
중앙구,134.79,5,2004,212,4,2,3,279800
강변구,60.51,15,2013,601,3,1,1,104600
신도심구,57.37,6,2011,544,3,1,3,87800
중앙구,83.28,16,2019,1225,3,1,1,166800
구도심구,48.57,11,1993,730,2,1,2,34600
구도심구,49.95,7,2000,541,2,1,1,36300
신도심구,100.37,23,2011,944,4,2,1,126000
강변구,100.48,2,2011,1357,4,2,1,153900
강변구,99.31,26,2021,60,4,2,1,175400
강변구,84.58,5,2014,376,3,1,1,138400
호수구,73.81,17,1993,1681,3,1,3,75200
신도심구,113.22,29,2008,2212,4,2,3,141700
구도심구,58.69,4,2020,321,3,1,3,57800
강변구,60.35,27,2020,1099,3,1,3,115200
신도심구,99.79,9,2018,320,4,2,2,144800
신도심구,82.99,22,2008,250,3,1,3,123400
구도심구,115.5,25,1996,557,4,2,1,92300
구도심구,59.09,7,1999,1186,3,1,1,41800
강변구,114.8,11,2020,506,4,2,3,218800
호수구,84.48,25,2003,1176,3,1,1,92500
중앙구,83.96,3,2017,1249,3,1,2,155300
호수구,113.58,4,1994,423,4,2,2,118700
중앙구,75.0,9,2008,413,3,1,1,134600
강변구,85.39,18,2023,516,3,1,1,172700
구도심구,85.3,24,2000,618,3,1,2,67100
강변구,99.58,17,1993,565,4,2,2,135200
신도심구,115.57,15,2002,660,4,2,1,156200
신도심구,83.57,26,1995,447,3,1,2,111800
강변구,48.09,5,2012,230,2,1,1,81300
구도심구,58.8,27,1999,1935,3,1,1,38300
호수구,115.0,10,2000,376,4,2,2,121200
호수구,134.65,9,2011,136,4,2,1,151000
강변구,133.69,28,2003,995,4,2,3,196400
신도심구,50.01,19,2013,269,2,1,1,73500
강변구,74.17,13,2022,929,3,1,3,130500
강변구,83.31,10,2022,363,3,1,2,140200
강변구,83.15,13,2016,2174,3,1,3,116200
호수구,59.49,23,2023,1497,3,1,2,80100
호수구,83.9,5,2016,534,3,1,2,95900
구도심구,57.35,6,1995,868,3,1,2,41600
신도심구,85.02,9,2023,752,3,1,2,118900
신도심구,58.42,14,2011,352,3,1,1,87400
신도심구,50.91,24,1993,971,2,1,1,49700
신도심구,57.32,7,2012,656,3,1,1,68700
신도심구,113.78,23,2000,723,4,2,2,138400
중앙구,83.16,27,2010,917,3,1,1,155200
중앙구,112.83,13,2014,576,4,2,2,244500
호수구,83.42,28,1993,317,3,1,1,75600
신도심구,76.12,26,2007,868,3,1,1,106500
호수구,74.17,24,1994,1029,3,1,2,66900
강변구,83.05,12,1996,1032,3,1,3,110500
신도심구,71.81,9,1999,1047,3,1,1,74300
강변구,81.93,26,2017,795,3,1,3,140700
강변구,100.36,13,2006,143,4,2,1,143300
중앙구,100.24,1,1994,2237,4,2,1,132800
중앙구,58.73,21,2016,1023,3,1,1,106900
호수구,81.27,11,2010,467,3,1,1,88900
강변구,58.89,28,1997,1126,3,1,1,72700
구도심구,50.23,25,2010,243,2,1,1,41900
신도심구,85.95,4,2000,933,3,1,2,108700
신도심구,81.73,27,2013,504,3,1,2,130900
신도심구,83.04,28,2023,255,3,1,1,138400
강변구,57.97,22,2003,252,3,1,3,86200
호수구,134.17,8,2016,836,4,2,2,142200
구도심구,132.54,20,1993,905,4,2,1,109300
구도심구,86.02,26,2006,300,3,1,1,73900
신도심구,101.05,24,2021,509,4,2,1,135100
강변구,58.85,13,1995,780,3,1,2,88100
호수구,85.91,21,2022,416,3,1,1,108100
강변구,100.98,12,1995,2002,4,2,1,124800
중앙구,101.48,8,2008,843,4,2,1,153900
강변구,100.1,20,1998,577,4,2,1,137900
구도심구,82.36,14,1993,1239,3,1,1,61600
구도심구,100.27,7,2004,892,4,2,2,79200
구도심구,86.62,20,2011,785,3,1,3,90400
구도심구,59.76,10,2016,854,3,1,1,48800
강변구,59.33,18,2003,1041,3,1,1,84000
호수구,99.83,11,2008,386,4,2,1,121400
신도심구,85.09,26,1998,110,3,1,1,94500
구도심구,82.37,25,2016,1308,3,1,2,77300
중앙구,112.12,14,1998,658,4,2,3,214700
호수구,83.33,21,2020,445,3,1,2,107700
강변구,76.35,6,1998,316,3,1,1,104500
중앙구,76.28,29,2014,283,3,1,3,159500
신도심구,83.46,7,2003,708,3,1,2,105600
중앙구,83.19,26,2024,614,3,1,1,179400
강변구,82.03,25,2001,1250,3,1,3,110500
구도심구,84.09,6,2023,920,3,1,2,88700
신도심구,84.19,1,2019,1029,3,1,2,102600
호수구,84.95,22,2007,1208,3,1,1,78200
강변구,102.09,26,2008,735,4,2,1,150700
구도심구,48.76,21,2004,1626,2,1,2,36500
신도심구,84.67,2,2006,371,3,1,1,97000
구도심구,83.16,19,2007,1192,3,1,3,67700
신도심구,49.64,12,1997,108,2,1,1,60500
신도심구,83.39,27,2003,114,3,1,1,116400
호수구,84.55,24,2021,238,3,1,2,111600
강변구,84.45,24,2024,579,3,1,2,142900
강변구,101.08,12,1994,96,4,2,1,129300
구도심구,74.95,10,2016,565,3,1,2,73300
구도심구,57.12,24,2000,465,3,1,2,41800
중앙구,72.72,4,2013,2113,3,1,2,114900
신도심구,73.68,3,2012,186,3,1,1,86500
호수구,82.27,2,2021,686,3,1,2,94200
구도심구,100.51,15,2015,906,4,2,2,109400
호수구,83.55,3,2019,118,3,1,2,93800
신도심구,60.57,17,2018,1556,3,1,2,88000
구도심구,74.17,5,2013,1013,3,1,1,60400
강변구,60.24,26,2006,1318,3,1,1,78500
호수구,84.36,13,2003,755,3,1,1,94900
신도심구,58.36,3,2004,340,3,1,1,82300
구도심구,84.16,21,2004,168,3,1,2,77500
신도심구,101.88,10,2002,1075,4,2,2,126400
신도심구,85.43,8,2002,447,3,1,3,113400
구도심구,58.84,20,2011,81,3,1,2,55800
신도심구,72.02,28,2001,482,3,1,2,94600
호수구,81.94,29,2004,611,3,1,2,93600
신도심구,83.61,13,2015,1446,3,1,1,119900
구도심구,56.19,25,2003,514,3,1,2,47200
강변구,103.15,7,1996,614,4,2,1,139000
신도심구,84.72,25,1993,621,3,1,1,93700
신도심구,83.24,28,2017,1173,3,1,3,131200
중앙구,57.67,15,2023,348,3,1,2,155000
중앙구,75.23,16,2014,825,3,1,1,158000
구도심구,72.66,17,1994,416,3,1,2,61200
구도심구,57.78,3,2011,1424,3,1,3,53300
구도심구,83.08,25,2001,1640,3,1,1,66900
중앙구,84.14,22,2003,689,3,1,3,190800
강변구,101.74,26,2022,785,4,2,3,170300
강변구,115.43,4,2019,523,4,2,2,209200
구도심구,60.25,24,2016,114,3,1,1,47400
호수구,59.0,11,2009,625,3,1,1,67900
강변구,102.22,24,2011,584,4,2,1,170400
구도심구,133.19,29,2022,473,4,2,1,127800
중앙구,98.81,26,2014,515,4,2,2,168500
강변구,48.19,27,2011,832,2,1,3,82500
중앙구,58.03,4,1996,786,3,1,1,92700
강변구,48.24,10,2024,526,2,1,1,85300
구도심구,99.85,9,2018,1508,4,2,2,86000
호수구,83.45,15,2004,96,3,1,1,83800
강변구,84.74,29,2001,362,3,1,2,130700
신도심구,86.06,20,2023,1074,3,1,3,126900
구도심구,56.93,16,2023,134,3,1,1,61400
호수구,82.45,24,2006,94,3,1,1,89600
구도심구,48.05,6,2000,359,2,1,2,34900
강변구,84.92,20,2018,590,3,1,1,147000
구도심구,83.75,15,2013,428,3,1,3,86900
강변구,83.13,6,2021,707,3,1,3,169500
호수구,74.86,19,2010,103,3,1,1,90500
신도심구,102.15,25,2010,330,4,2,2,136000
구도심구,83.98,25,1997,963,3,1,2,72700
중앙구,58.02,25,2012,828,3,1,1,100600
신도심구,59.32,24,2004,383,3,1,1,75900
